"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"PGD",1.48744425375675e-07,-0.684000064699463,0.381,0.434,0.00296596384199096,"PGD"
"EMC10",1.49050356551054e-07,-0.363788338920741,0.414,0.481,0.00297206410962802,"EMC10"
"USP40",1.55825115743292e-07,0.503280322390747,0.166,0.081,0.00310715280792124,"USP40"
"PFDN2",1.58421233743025e-07,-0.184449567719372,0.472,0.543,0.00315891940083592,"PFDN2"
"GCC2",1.59038503320272e-07,0.636633350645439,0.439,0.296,0.00317122775620621,"GCC2"
"NMRK1",1.598103567856e-07,-0.917665898422134,0.318,0.392,0.00318661851430486,"NMRK1"
"CCDC124",1.61558574497684e-07,-0.574811026122032,0.367,0.427,0.00322147797548381,"CCDC124"
"EAPP",1.63049912092114e-07,-1.02212386589031,0.255,0.335,0.00325121524711676,"EAPP"
"MBP",1.68002400204835e-07,0.414693775287771,0.381,0.235,0.0033499678600844,"MBP"
"HIPK2",1.72126921397043e-07,0.383615962547694,0.182,0.091,0.00343221081265703,"HIPK2"
"EVA1B",1.72512853484861e-07,0.838524976444264,0.493,0.358,0.00343990629848812,"EVA1B"
"RNF7",1.74351494104349e-07,-0.187708306871122,0.542,0.618,0.00347656879244073,"RNF7"
"ATRN",1.76889180678424e-07,0.340085586741869,0.199,0.104,0.00352717026272778,"ATRN"
"CWC15",1.77513898576872e-07,-0.232412342156048,0.449,0.515,0.00353962713762284,"CWC15"
"BAD",1.79861235907775e-07,-0.509595077913328,0.28,0.366,0.00358643304400103,"BAD"
"GTF2A2",1.88369953860944e-07,-0.170942172094329,0.439,0.515,0.00375609687998723,"GTF2A2"
"ARPP19",1.92570928474403e-07,-0.656008777645908,0.374,0.436,0.0038398643137796,"ARPP19"
"PPARG",1.97325999102952e-07,0.835549792173886,0.353,0.214,0.00393468042211286,"PPARG"
"ASAH1",1.9865104209819e-07,0.145091466066421,0.72,0.898,0.00396110177943791,"ASAH1"
"B3GAT3",2.00726684485702e-07,-1.04828442432598,0.271,0.344,0.0040024900886449,"B3GAT3"
"AIMP1",2.02428810859796e-07,-0.402805487423083,0.393,0.466,0.00403643048854432,"AIMP1"
"ITGA9",2.0732687957642e-07,0.417134259684993,0.117,0.051,0.00413409797875381,"ITGA9"
"PPP1R3D",2.18059862867704e-07,1.1961458820441,0.1,0.041,0.00434811366558201,"PPP1R3D"
"PSME2",2.18170282349244e-07,-0.0846141174659367,0.521,0.607,0.00435031543004393,"PSME2"
"CTTNBP2NL",2.196292274599e-07,1.00896211830162,0.166,0.083,0.00437940679555042,"CTTNBP2NL"
"HMGN3",2.25241553487352e-07,0.045945833270302,0.598,0.718,0.0044913165765378,"HMGN3"
"DNAJC21",2.28877847603707e-07,0.704924660598128,0.336,0.201,0.00456382428121793,"DNAJC21"
"COPE",2.29497752222252e-07,-0.162168239601419,0.661,0.817,0.0045761851793117,"COPE"
"LMAN1",2.36805077654126e-07,0.791504384024943,0.533,0.398,0.00472189324842327,"LMAN1"
"PPP2R5C",2.38771084445452e-07,-0.506895695358496,0.404,0.479,0.00476109542384232,"PPP2R5C"
"RYR1",2.44190176594601e-07,0.318000368753189,0.243,0.131,0.00486915212129635,"RYR1"
"EID1",2.50688546115792e-07,-0.196598596801007,0.565,0.683,0.00499872960954888,"EID1"
"CYTOR",2.51212277205591e-07,-1.03562698938884,0.245,0.318,0.00500917280747948,"CYTOR"
"PYCARD",2.52863210006618e-07,-0.286353874081065,0.603,0.771,0.00504209240753196,"PYCARD"
"ITPR2",2.56832971043821e-07,0.67612769105082,0.6,0.464,0.0051212494426138,"ITPR2"
"TWF2",2.57553557788567e-07,-0.344854729286096,0.484,0.549,0.00513561794230402,"TWF2"
"MPV17",2.59034809612092e-07,-0.534518230803092,0.411,0.485,0.00516515410366511,"MPV17"
"CYB5R3",2.59075229088019e-07,-0.776661326792572,0.334,0.399,0.00516596006801509,"CYB5R3"
"STARD3NL",2.5925379328787e-07,-0.749936670162831,0.292,0.367,0.00516952063816013,"STARD3NL"
"KMT2A",2.60967399874197e-07,0.464471428302753,0.376,0.231,0.00520368995349149,"KMT2A"
"HMGB2",2.64492372098834e-07,-0.32267042936363,0.369,0.468,0.00527397789965075,"HMGB2"
"CBR1",2.68101019366376e-07,-0.584526500193514,0.264,0.347,0.00534593432616554,"CBR1"
"C22orf39",2.7456151353813e-07,-0.755428015670294,0.262,0.344,0.00547475657995031,"C22orf39"
"CRYBG3",2.77558388060023e-07,0.468825663403355,0.175,0.089,0.00553451425791685,"CRYBG3"
"ABCG1",2.78786878403736e-07,0.464228817361229,0.206,0.11,0.00555901035537049,"ABCG1"
"RER1",2.79430711088509e-07,-0.17430953456553,0.542,0.618,0.00557184837910487,"RER1"
"ETFB",2.87383189318616e-07,-0.12582451040045,0.549,0.649,0.0057304207950132,"ETFB"
"TUT4",2.8873854178263e-07,0.515021268841267,0.264,0.149,0.00575744652314564,"TUT4"
"MAFG",2.89298337999197e-07,0.415666615213335,0.379,0.235,0.00576860885970398,"MAFG"
"MIER1",3.11284552962574e-07,0.603517550066549,0.313,0.186,0.00620701398607372,"MIER1"
"PPP1CC",3.16314382052282e-07,-0.313915243432271,0.442,0.511,0.00630730877812251,"PPP1CC"
"RFXANK",3.17575948254736e-07,-0.8328077257241,0.28,0.357,0.00633246440819944,"RFXANK"
"CD180",3.1797572176963e-07,-0.563780282712501,0.43,0.501,0.00634043589208642,"CD180"
"PSMA5",3.1829624274849e-07,-0.287119048742381,0.449,0.515,0.00634682708040489,"PSMA5"
"PFDN1",3.2309604525168e-07,-0.516442648776837,0.353,0.42,0.00644253514231851,"PFDN1"
"SET",3.24584490826212e-07,0.530617650853104,0.699,0.696,0.00647221474707466,"SET"
"VAPA",3.2792912281715e-07,-0.123013301795922,0.624,0.75,0.00653890670897396,"VAPA"
"SNAPIN",3.33164160717614e-07,-0.683983427598096,0.329,0.405,0.00664329336470923,"SNAPIN"
"NAGA",3.3458287521918e-07,-0.558032404866377,0.411,0.477,0.00667158253187044,"NAGA"
"OSBPL1A",3.42430569357493e-07,0.433778916790782,0.299,0.175,0.00682806555298841,"OSBPL1A"
"SPON2",3.42548990437265e-07,-1.25285714453393,0.026,0.103,0.00683042686931906,"SPON2"
"N4BP1",3.43397601311839e-07,0.360025700109901,0.341,0.202,0.00684734817015807,"N4BP1"
"NSD1",3.48816537535699e-07,0.432239077980122,0.379,0.232,0.00695540175846184,"NSD1"
"GCN1",3.50199430554894e-07,0.721230554631172,0.178,0.091,0.00698297664526459,"GCN1"
"IMP4",3.50663277882394e-07,-0.839781611542615,0.227,0.309,0.00699222576097493,"IMP4"
"TMEM9B",3.52658544133817e-07,-0.566075968764055,0.39,0.456,0.00703201137002832,"TMEM9B"
"NDUFA10",3.5401432478372e-07,-0.288056238148015,0.367,0.444,0.00705904563618738,"NDUFA10"
"CD4",3.69771500216669e-07,-0.426883178330232,0.563,0.642,0.00737324371432037,"CD4"
"GOLGA7",3.75409130120839e-07,-0.747347996515262,0.29,0.366,0.00748565805460952,"GOLGA7"
"PSMC6",3.77300110338326e-07,-0.703903615020157,0.348,0.406,0.00752336420014622,"PSMC6"
"TMEM205",3.78980285390164e-07,-0.860028209286013,0.294,0.359,0.00755686689067988,"TMEM205"
"IMP3",3.81916560675669e-07,-0.597862652138094,0.339,0.403,0.00761541621987285,"IMP3"
"UBE2C",3.88143198118734e-07,-0.80590117254197,0.082,0.183,0.00773957537048756,"UBE2C"
"YWHAQ",3.88882379296406e-07,-0.113136896064796,0.523,0.59,0.00775431464317034,"YWHAQ"
"CYTH4",3.92161568060757e-07,-0.453944074118963,0.467,0.529,0.00781970166713149,"CYTH4"
"ATG3",3.96233992237352e-07,-0.539221796177431,0.329,0.4,0.0079009058052128,"ATG3"
"ANKRD28",3.98725697665959e-07,-1.69269329375775,0.131,0.219,0.00795059041145922,"ANKRD28"
"PAXX",4.0330583048419e-07,-0.911633878397576,0.245,0.325,0.00804191825985475,"PAXX"
"HCG18",4.14686820981263e-07,0.44081366081612,0.15,0.073,0.00826885521036639,"HCG18"
"NIPSNAP2",4.37777624464664e-07,-0.684489728745407,0.308,0.384,0.0087292858318254,"NIPSNAP2"
"EIF1B",4.3872182121384e-07,-0.389380612443295,0.502,0.565,0.00874811311500396,"EIF1B"
"CINP",4.39354564182224e-07,-1.08988898850016,0.229,0.308,0.00876073000979354,"CINP"
"CCDC12",4.46345850794163e-07,-0.687289025940579,0.397,0.452,0.0089001362648356,"CCDC12"
"TNFAIP8L1",4.46694735074183e-07,0.787468961835581,0.124,0.056,0.0089070930173792,"TNFAIP8L1"
"GRIPAP1",4.52935450894972e-07,0.47755671845437,0.217,0.117,0.00903153289084575,"GRIPAP1"
"DUSP6",4.59301702040404e-07,-1.11883797141298,0.208,0.302,0.00915847593868565,"DUSP6"
"MIR4458HG",4.61599760498271e-07,-1.90887937816244,0.035,0.113,0.00920429922433552,"MIR4458HG"
"SLC35D2",4.61913481332235e-07,0.506362793686454,0.273,0.155,0.00921055481776477,"SLC35D2"
"PRELID1",4.62936231913329e-07,-0.0123130233773794,0.5,0.591,0.00923094846435178,"PRELID1"
"MRPS23",4.75562829495388e-07,-0.673054097945623,0.294,0.365,0.00948272282013804,"MRPS23"
"LDHA",4.86096508335011e-07,0.0725384847759218,0.575,0.713,0.00969276437620013,"LDHA"
"ZNF579",4.88125085706716e-07,0.512925752878848,0.1,0.042,0.00973321420899192,"ZNF579"
"ALKBH7",4.90779933085577e-07,-0.27681960209478,0.535,0.635,0.00978615186572641,"ALKBH7"
"MTCH1",4.93964676331543e-07,-0.24180039464757,0.493,0.574,0.00984965564605098,"MTCH1"
"EIF4A3",4.95566449583724e-07,-0.47446335746211,0.393,0.447,0.00988159500469945,"EIF4A3"
"HNRNPH2",5.06349709657921e-07,-0.519437230546897,0.36,0.427,0.010096613210579,"HNRNPH2"
"HIVEP1",5.12160895845224e-07,0.56827205218927,0.161,0.08,0.0102124882631538,"HIVEP1"
"VAMP2",5.21792007017532e-07,-0.496385877848537,0.425,0.483,0.0104045326199296,"VAMP2"
"SOCS3",5.23946717672139e-07,-1.04898017708752,0.157,0.251,0.0104474975503824,"SOCS3"
"SSR2",5.31071449872392e-07,-0.0138049592877871,0.619,0.715,0.0105895647104555,"SSR2"
"NPEPL1",5.32727767759352e-07,0.767564686519599,0.187,0.099,0.0106225916891215,"NPEPL1"
"MRPS15",5.33032483065475e-07,-0.148714915414169,0.404,0.475,0.0106286677123256,"MRPS15"
"AURKAIP1",5.42459893894969e-07,-0.0586674919486538,0.586,0.692,0.0108166502842657,"AURKAIP1"
"GNG7",5.48986252426916e-07,-0.839301651318524,0.329,0.391,0.0109467858733927,"GNG7"
"LAIR1",5.58358109926663e-07,-0.406531846719332,0.53,0.617,0.0111336607119377,"LAIR1"
"ABI1",5.72573595825917e-07,-0.652929512404883,0.376,0.434,0.0114171175007688,"ABI1"
"DDIT4",5.73608542369913e-07,-1.14952193428317,0.168,0.255,0.0114377543348561,"DDIT4"
"GGCT",5.95837539492609e-07,-0.481844167400421,0.346,0.417,0.0118810005374826,"GGCT"
"STXBP2",6.0774820726789e-07,-0.344167686999541,0.407,0.474,0.0121184992529217,"STXBP2"
"DECR1",6.07862748370185e-07,-0.657773303559518,0.336,0.401,0.0121207832025015,"DECR1"
"ANAPC13",6.12711831431242e-07,-0.799659963313717,0.266,0.343,0.012217473918739,"ANAPC13"
"GATAD1",6.16322885386655e-07,0.534876446555489,0.407,0.267,0.0122894783346099,"GATAD1"
"TGS1",6.17295642269525e-07,0.48863540994123,0.257,0.144,0.0123088751068543,"TGS1"
"ENAH",6.23271153360221e-07,0.837987093569027,0.131,0.062,0.0124280267980028,"ENAH"
"DNASE2",6.31579678842163e-07,-0.502004814330594,0.381,0.46,0.0125936987961127,"DNASE2"
"NOP14",6.42751255632127e-07,0.200219341756798,0.173,0.087,0.0128164600373046,"NOP14"
"TLE4",6.53791621051798e-07,-0.684891425585531,0.374,0.443,0.0130366049237729,"TLE4"
"MTHFS",6.5394213109865e-07,0.325930814605553,0.311,0.18,0.0130396060941071,"MTHFS"
"KCNJ2",6.73369242780049e-07,0.240686206404915,0.133,0.062,0.0134269827010342,"KCNJ2"
"MYCBP2",6.89563732871975e-07,0.372079454045067,0.425,0.275,0.0137499008334672,"MYCBP2"
"RUNX1",6.91521793429802e-07,-0.463584533490081,0.449,0.53,0.0137889445609903,"RUNX1"
"HPGDS",6.96858524089628e-07,-0.297855172381959,0.631,0.859,0.0138953589703472,"HPGDS"
"ERGIC3",7.03832846132284e-07,-0.209271852140431,0.498,0.537,0.0140344269518777,"ERGIC3"
"PARP4",7.17452860292577e-07,0.336483757023024,0.283,0.164,0.014306010034234,"PARP4"
"SESN3",7.18323988632315e-07,0.306932866390458,0.374,0.235,0.0143233803333284,"SESN3"
"ING1",7.21320085828725e-07,-2.13540793412163,0.082,0.164,0.0143831225114248,"ING1"
"CD109",7.30229056926972e-07,0.520142271475811,0.505,0.381,0.0145607673951238,"CD109"
"ZBTB37",7.41296880746398e-07,0.694927254550829,0.147,0.073,0.0147814598020832,"ZBTB37"
"TMBIM4",7.56379212025104e-07,-0.19347056827417,0.61,0.741,0.0150822014877806,"TMBIM4"
"RAMP1",7.56634969939996e-07,-2.03792518659812,0.082,0.166,0.0150873013006035,"RAMP1"
"PLEKHJ1",7.65060015115007e-07,-0.645170137045078,0.348,0.41,0.0152552967013932,"PLEKHJ1"
"ERCC6",7.66126616588582e-07,1.0375346848712,0.105,0.046,0.0152765647347763,"ERCC6"
"AGO2",7.66529315258365e-07,0.588426325339137,0.185,0.098,0.0152845945462518,"AGO2"
"POP7",7.76272593147964e-07,-0.647417858252449,0.234,0.311,0.0154788755073704,"POP7"
"FAM32A",7.87277336661782e-07,-0.542295942988413,0.311,0.383,0.0156983100930359,"FAM32A"
"EEF2",7.90260701889052e-07,0.350561284271001,0.78,0.846,0.0157577983956677,"EEF2"
"RUFY3",7.95103660389524e-07,0.67921209958021,0.164,0.084,0.0158543669881671,"RUFY3"
"BTBD7",7.95973408974713e-07,0.554579324793586,0.299,0.174,0.0158717097749558,"BTBD7"
"RNF5",8.17544703548459e-07,-0.719707150344967,0.224,0.307,0.0163018413887563,"RNF5"
"EIF1AX",8.29777723131687e-07,-0.0553993789755274,0.551,0.626,0.0165457677992458,"EIF1AX"
"DNAJC15",8.36927343106881e-07,-0.17587575448453,0.474,0.549,0.0166883312215512,"DNAJC15"
"FADS1",8.3973937245398e-07,-1.39740277881365,0.119,0.21,0.0167444030867324,"FADS1"
"FAM89A",8.47436668915033e-07,0.780439961912293,0.479,0.343,0.0168978871781658,"FAM89A"
"ICAM1",8.50369244486114e-07,-0.722265345825301,0.395,0.451,0.0169563627350531,"ICAM1"
"ZKSCAN1",8.65861423896925e-07,0.428259155096261,0.329,0.198,0.0172652767925047,"ZKSCAN1"
"RRP36",8.79275732328106e-07,0.511797095007074,0.325,0.193,0.0175327581026224,"RRP36"
"NDUFA9",8.98844745260924e-07,-0.556840925775137,0.341,0.397,0.0179229642205028,"NDUFA9"
"BTBD6",9.20892586960558e-07,0.346981037583676,0.227,0.124,0.0183625981839935,"BTBD6"
"ENG",9.25452459613378e-07,-0.263177216603581,0.505,0.583,0.0184535220446908,"ENG"
"TAF12",9.25513087181416e-07,-0.723556368870442,0.255,0.331,0.0184547309583974,"TAF12"
"AUP1",9.27289292803523e-07,-0.355031287151224,0.453,0.518,0.0184901484985022,"AUP1"
"ACBD3",9.35989621106073e-07,0.732895971106574,0.39,0.256,0.0186636330448551,"ACBD3"
"AGPAT2",9.42732928125003e-07,-0.561974616888463,0.439,0.483,0.0187980945868126,"AGPAT2"
"NSMCE1",9.628358124437e-07,-0.587970812205174,0.276,0.35,0.0191989461001274,"NSMCE1"
"NSD3",9.87941954081271e-07,0.733705664549596,0.409,0.271,0.0196995625643805,"NSD3"
"MTFP1",9.88773362504147e-07,0.214956173278587,0.14,0.067,0.0197161408483327,"MTFP1"
"UNC50",9.9032176776726e-07,-0.487145302537099,0.332,0.4,0.0197470160492792,"UNC50"
"ZNF736",9.91575466846975e-07,0.424864847832052,0.114,0.052,0.0197720148089287,"ZNF736"
"RBM42",1.00617980119498e-06,-0.543967063622791,0.357,0.417,0.0200632252358279,"RBM42"
"DCP2",1.00968322972823e-06,0.693535011933532,0.357,0.233,0.0201330836007809,"DCP2"
"ERP44",1.01023261933623e-06,-0.327508850221579,0.437,0.495,0.0201440384295645,"ERP44"
"TMEM70",1.03007758886452e-06,-0.46801222247553,0.439,0.504,0.0205397471219586,"TMEM70"
"CCL13",1.04222028388666e-06,-0.796392796280066,0.121,0.225,0.0207818724606999,"CCL13"
"C3AR1",1.04285370478388e-06,-0.302025459972074,0.5,0.591,0.0207945028733905,"C3AR1"
"SYNRG",1.06284326128543e-06,0.601879012796549,0.353,0.218,0.0211930946300315,"SYNRG"
"COPS8",1.06796894778764e-06,-1.0811455228825,0.224,0.301,0.0212953008188855,"COPS8"
"ERC1",1.07565745366976e-06,0.743091853787597,0.203,0.111,0.0214486096261749,"ERC1"
"RNF125",1.07917745134002e-06,0.326928913133907,0.201,0.108,0.0215187983797199,"RNF125"
"ELF1",1.10125072036712e-06,-0.328817727643391,0.516,0.567,0.0219589393641204,"ELF1"
"DRG1",1.12791978610139e-06,-0.773684719757628,0.22,0.296,0.0224907205348617,"DRG1"
"EIF4A2",1.1361336873979e-06,-0.218992231760309,0.591,0.703,0.0226545057267141,"EIF4A2"
"PPIC",1.13662821026547e-06,-0.907886087089877,0.143,0.233,0.0226643665126935,"PPIC"
"CDK1",1.13833733264534e-06,-0.820084083590271,0.084,0.175,0.0226984464129481,"CDK1"
"PCNX1",1.15176155823236e-06,0.46069622901106,0.126,0.06,0.0229661254711533,"PCNX1"
"LYPLAL1",1.17089149708855e-06,-0.796597414075185,0.241,0.318,0.0233475764519456,"LYPLAL1"
"ACAT1",1.19781406529833e-06,-0.667191345431709,0.325,0.385,0.0238844124620488,"ACAT1"
"EDF1",1.22108509143558e-06,-0.130538047677651,0.689,0.885,0.0243484367232255,"EDF1"
"UBXN1",1.25894672122692e-06,-0.155930121691058,0.568,0.638,0.0251033976212647,"UBXN1"
"RTN3",1.26003312210163e-06,-0.385710430545729,0.46,0.529,0.0251250604547064,"RTN3"
"PLD4",1.26639433896557e-06,0.461759068470536,0.25,0.149,0.0252519031189735,"PLD4"
"PDCD7",1.27067513231706e-06,0.533811893726112,0.271,0.159,0.0253372621384022,"PDCD7"
"FPR1",1.27242597980733e-06,-0.341869754967684,0.458,0.54,0.0253721740373581,"FPR1"
"TTYH3",1.27411041634505e-06,-0.258697823154737,0.593,0.693,0.0254057617019202,"TTYH3"
"WASHC2C",1.28745478351423e-06,0.359437620840936,0.262,0.149,0.0256718483832738,"WASHC2C"
"CETN3",1.30061751588959e-06,-0.904436596011776,0.124,0.211,0.0259343132668384,"CETN3"
"NUCB1",1.31369415470085e-06,-0.221771455944156,0.554,0.637,0.026195061444735,"NUCB1"
"LSM1",1.31571717621537e-06,-0.630291220179878,0.294,0.357,0.0262354004937346,"LSM1"
"ANAPC15",1.33071518240653e-06,-0.842703861736686,0.276,0.338,0.0265344607371862,"ANAPC15"
"PSMC3",1.33983377985199e-06,-0.0971470549115989,0.437,0.51,0.0267162855702486,"PSMC3"
"SPTSSA",1.35418946700636e-06,-0.868636393548232,0.222,0.3,0.0270025379721068,"SPTSSA"
"TIMM50",1.39127058261611e-06,-0.919776075514998,0.182,0.264,0.0277419354173653,"TIMM50"
"SMCHD1",1.39673786259584e-06,0.44644584106323,0.315,0.19,0.0278509529801611,"SMCHD1"
"XBP1",1.41752920424427e-06,-0.243561280878901,0.612,0.792,0.0282655323326306,"XBP1"
"FAM13A",1.42360201222545e-06,0.536013645299569,0.39,0.252,0.0283866241237754,"FAM13A"
"KDELR2",1.44285135486404e-06,-0.0802266978060073,0.512,0.603,0.028770456015989,"KDELR2"
"UVRAG",1.46594405924525e-06,0.556535037176296,0.231,0.131,0.0292309245413503,"UVRAG"
"AKIP1",1.47483262887637e-06,-0.985276043141713,0.28,0.345,0.0294081626197948,"AKIP1"
"CSNK1E",1.47968971551443e-06,0.537706194575971,0.327,0.2,0.0295050129273577,"CSNK1E"
"MXD4",1.49510030451381e-06,0.578431583711003,0.5,0.366,0.0298123000720054,"MXD4"
"EIF2AK4",1.49957036975074e-06,0.507215363341364,0.325,0.197,0.0299014331728298,"EIF2AK4"
"ZBTB8OS",1.51959883660404e-06,-0.939477854541324,0.229,0.304,0.0303008008018845,"ZBTB8OS"
